Recruitment Diagnostics
=======================

Summary
-------
sigma_rec_dev:          0.35
n:                      20
mean_rec_dev:           0.0239662542468076
sd_rec_dev:             0.0143195210558446
max_abs_rec_dev:        0.0403728184473461
max_abs_year:           2011
lag1_correlation:       0.754233000897263
roughness:              0.00952606436298814
total_rec_prior_nll:    0.062790007487997
interpretation:         Recruitment deviations are modest relative to the prior scale.

Interpretation notes
--------------------
Recruitment deviations should be checked for magnitude, persistence, and
roughness. Large persistent runs can indicate that recruitment is absorbing
misspecified fleet, selectivity, index, or catch processes rather than
representing biological recruitment variation.

Rows
----
index,year,rec_dev,recruitment_multiplier,prior_z,prior_nll
0,2001,0.00941517759080259,1.00945963980567,0.0269005074022931,0.000361818649250413
1,2002,0.0183019596065987,1.01847046690412,0.0522913131617105,0.00136719071608804
2,2003,0.0241644264034586,1.02445875211083,0.069041218295596,0.00238334491187007
3,2004,0.0278308004693955,1.02822169507422,0.0795165727697014,0.00316144267251961
4,2005,0.0307162809610549,1.03119289332223,0.0877608027458711,0.00385097924929985
5,2006,0.0330718775771391,1.03362483101984,0.094491078791826,0.00446428198562153
6,2007,0.0347998543044654,1.03541245471389,0.0994281551556154,0.00494297901882457
7,2008,0.0358081711729977,1.03645700508825,0.102309060494279,0.00523357192961103
8,2009,0.0367124820704866,1.03739470837648,0.104892805915676,0.00550125036643184
9,2010,0.0379996893883833,1.03873091023656,0.108570541109667,0.00589378119842291
10,2011,0.0403728184473461,1.04119887999121,0.11535090984956,0.00665291620156068
11,2012,0.0360550396882773,1.0367129052758,0.103014399109364,0.00530598321193163
12,2013,0.0176493713003707,1.01780604180878,0.0504267751439163,0.00127142982570755
13,2014,0.0202625509887111,1.02046923006312,0.0578930028248888,0.00167579988804129
14,2015,0.0262397901900726,1.02658708447388,0.074970829114493,0.00281031260905726
15,2016,0.0301779974085016,1.03063796851509,0.086222849738576,0.00371718990852053
16,2017,0.0304415511414197,1.03090963279648,0.0869758604040564,0.00378240014651295
17,2018,-0.000652795140032884,0.999347417884358,-0.00186512897152252,1.73935304020634e-06
18,2019,-0.0100419586332962,0.990008293482741,-0.0286913103808462,0.000411595645685027
19,2020,0,1,0,0
